epoch,lr,train_loss,val_loss,train_regression_mse,val_regression_mse,train_stress_mse,val_stress_mse,train_branch_loss,val_branch_loss,train_branch_accuracy,val_branch_accuracy,lbfgs_phase
1,7.235714285714286e-05,1.245161419800515,1.1548237482476291,1.1524847881931704,1.0629193112150832,101.26461437463738,93.14839412314616,1.8535325702524355,1.8380896366665886,0.15415524232605818,0.1579478132394919,0
2,0.00014371428571428575,0.40605504689744903,0.17634209118559008,0.3329174112683416,0.12487782897082761,27.598512875309083,9.120652042871223,1.4627526664421315,1.0292851769967741,0.42467933471119224,0.727089365230718,0
3,0.00021507142857142865,0.11571503526827806,0.08039026081441826,0.08004248100470716,0.054595203482043796,5.59788266334595,3.4672508008931184,0.7134510544951266,0.5159011572152358,0.7901106168570015,0.8281860494920199,0
4,0.00028642857142857154,0.0729639283501006,0.06279211909754737,0.05295715804497758,0.04663267136315116,3.436360233396809,2.927606595234238,0.40013539020291067,0.32318895468792397,0.8635876565586513,0.8929786995968061,0
5,0.0003577857142857144,0.06347939310673055,0.05828288340180094,0.04979006380994709,0.046617529275275925,3.1940585285305905,2.782594172272032,0.2737865825695123,0.23330707819708565,0.9145000148727179,0.9323080723198218,0
6,0.00042914285714285727,0.05618226892948207,0.0533322807554976,0.04681101654045769,0.0459352930136411,2.978626738592129,2.6693214272304697,0.18742504585696937,0.1479397543506305,0.9487252206747668,0.963695955136738,0
7,0.0005005000000000002,0.052103880773837055,0.04852659378158976,0.046041766345422994,0.04356434234083037,2.8894456282771315,2.731548831094097,0.12124229192528076,0.09924503940547473,0.9668305427918932,0.9721416782253886,0
8,0.000571857142857143,0.05052023183418577,0.046215175197972906,0.046014275313309386,0.04240936776027919,2.8779273116995463,2.548754581298501,0.09011912896878396,0.07611614683041668,0.9730232242736787,0.9794529119386027,0
9,0.0006432142857142859,0.05718062039168741,0.05111524631237226,0.05282730474095532,0.04749607114238951,3.5352705858758418,3.1678312432190427,0.08706631398250579,0.07238349643557396,0.9707699089473166,0.9814698028185772,0
10,0.0007145714285714288,0.053262832056538326,0.044041234977824174,0.04902516920646073,0.04053559767515064,3.249304353261001,2.5589446237675406,0.08475326495132686,0.0701127294721015,0.9707383938446711,0.9759233507009468,0
11,0.0007859285714285718,0.04959262899545164,0.055350152571137005,0.04627868698366365,0.05114157091683914,2.955170694020712,3.2548452311140372,0.06627884504455528,0.08417161986500411,0.9781601578696925,0.9658389027100951,0
12,0.0008572857142857146,0.04817493056014308,0.04950833507093508,0.04519589300921065,0.04677394034638466,2.8733491437817076,2.5126178445843688,0.0595807486203559,0.05468789304278018,0.9794207540316097,0.9794529107664958,0
13,0.0009286428571428576,0.0463739491761762,0.04652169295623626,0.043474754381698635,0.0438982812960354,2.6986632130110038,2.6681596947605906,0.05798389253255185,0.052468209172067556,0.979326209309745,0.9798310796745364,0
14,0.001,0.04480075484468027,0.043664314912191395,0.0421371959577886,0.04110314407052826,2.6351025748600754,2.4456774984379215,0.05327117330343351,0.05122341887834513,0.9811855903669188,0.9802092454569586,0
15,0.000999965163307042,0.049550782936088625,0.04868121276172055,0.04613701790141051,0.046063851590950285,2.9662299489122916,3.016342383772642,0.06827529395819612,0.05234724420856426,0.9750086644246514,0.982352193421018,0
16,0.0009998606580874077,0.04609250256324509,0.0462522763966928,0.04311804707817157,0.043858789833567564,2.656804588048338,2.7933114672554678,0.059489109109528204,0.04786972273984067,0.9774825858038939,0.9852514752941355,0
17,0.0009996864989181393,0.04538623770154569,0.04295417120860772,0.04301338531397416,0.04104286785776703,2.7000915947377013,2.3901419028889617,0.04745704895820823,0.03822605403911026,0.9827613357519931,0.9862599221992565,0
18,0.0009994427100920476,0.04482348195475652,0.04123045827220897,0.04211833563646676,0.039055764889275306,2.653675595930562,2.4009412055085892,0.054102923475939195,0.04349388147648069,0.9803346874418533,0.9847472534043843,0
19,0.0009991293256143238,0.04279537044146443,0.04386411089631854,0.04054928475115129,0.041448495388932624,2.503581358179662,2.6490553699975714,0.044921716201503,0.04831231831677787,0.9842582939890667,0.9813437474926529,0
20,0.0009987463891977957,0.040790850863610645,0.03929784206644623,0.038995077907437996,0.037778493840626357,2.374645821878602,2.2427538253914494,0.035915459371523954,0.03038696752320874,0.9869843354099228,0.9896634277202857,0
21,0.0009982939542568317,0.04136585357756954,0.038358719737938037,0.039584263748177355,0.03705939422031076,2.4209907044907846,2.2127185404623773,0.0356317941324935,0.025986521279531605,0.9866061562745105,0.9918063760750474,0
22,0.0009977720838998882,0.040813695812422765,0.04164363256248613,0.03893678159774099,0.04010531595536774,2.3771416143436173,2.2921908455359055,0.0375382877321121,0.030766326024025757,0.9861334331479451,0.9887810365317915,0
