epoch,lr,train_loss,val_loss,train_regression_mse,val_regression_mse,train_stress_mse,val_stress_mse,train_branch_loss,val_branch_loss,train_branch_accuracy,val_branch_accuracy,lbfgs_phase
1,7.235714285714286e-05,1.2611791598823519,1.1686713529327366,1.1812458783655815,1.0890831588782144,95.18857951496503,87.65115654100374,1.598665760988127,1.5917641615996847,0.237937663268109,0.2413966983075883,0
2,0.00014371428571428575,0.41803550728292116,0.17905740963019684,0.35279229550634233,0.12934022151393004,28.890726469372385,9.716047121449735,1.30486432973513,0.9943437969926536,0.5172229030806953,0.722551361776369,0
3,0.00021507142857142865,0.11867009349138466,0.08255119789868394,0.0827396401732156,0.055744453744800096,5.841045633603185,3.651540639135105,0.7186090153779389,0.5361348921859248,0.7903627360777385,0.8278078942209929,0
4,0.00028642857142857154,0.07412836376835548,0.06642244323349894,0.05298398384867658,0.049412249500718736,3.44431774747206,3.1646490840582473,0.42288759310390306,0.34020388044851746,0.8644700751142029,0.8927265760893481,0
5,0.0003577857142857144,0.06586536881937276,0.0619693228797197,0.0515075226849045,0.0497960683766536,3.27497344868937,3.4697168666207743,0.28715691164745016,0.24346509054782156,0.9119630624579157,0.9255010729612656,0
6,0.00042914285714285727,0.06174356288066081,0.05361705088604523,0.05111907600089971,0.04451218001017591,3.3515334820222167,2.647819527428042,0.21248974290321185,0.18209742087780204,0.9379156025684295,0.9493255987528608,0
7,0.0005005000000000002,0.05326780662178197,0.05010210344145025,0.045793637197056966,0.04419240748307135,2.867313717703278,2.983369052117099,0.14948338872272995,0.11819390955029017,0.9589518129436756,0.9673515600168162,0
8,0.000571857142857143,0.05256775155074601,0.04768158046353303,0.04729103108646758,0.04324818219715765,3.0141767481799415,2.631810815040091,0.10553441072820711,0.08866794007930932,0.9678862921390881,0.9730240680464246,0
9,0.0006432142857142859,0.051082756695627604,0.06240988195836582,0.046536625711411865,0.05712003712177833,2.9051961309275436,4.301824469021165,0.09092261512816893,0.10579689410108344,0.9710850575299272,0.9604185055276867,0
10,0.0007145714285714288,0.05125855016126904,0.04715027431016475,0.04708103554486563,0.043492826661448394,3.0300812941555386,2.686350653845651,0.08355029221090073,0.07314895969515833,0.9716838414239777,0.9752930723131642,0
11,0.0007859285714285718,0.04861662180308927,0.05068075406831991,0.04481349219123853,0.04629839299892126,2.834857185820665,2.749462859501052,0.07606259272094672,0.08764723845584146,0.9726608034653832,0.9655867918628951,0
12,0.0008572857142857146,0.04534079368223853,0.04510979348417716,0.042434275510958734,0.04279154358079736,2.6168869388741776,2.6692521423045075,0.0581303633084284,0.04636499650901298,0.9802558994955174,0.9862599223946077,0
13,0.0009286428571428576,0.049234601800592054,0.0462014133017428,0.046034759132133486,0.043474263691570064,3.004784266957942,2.8196047596022025,0.06399685516941728,0.05454300217434706,0.977466829028365,0.9812176923620796,0
14,0.001,0.04688467269471665,0.046211093864216415,0.04362034752703401,0.042399543599205274,2.765457104864184,2.4566681946750006,0.06528649481804062,0.07623100408397405,0.9765213818191103,0.9707550760492406,0
15,0.000999965163307042,0.04845131840260419,0.04835200982822696,0.045288834794226386,0.04488708001566041,2.894393641086648,2.801841014182599,0.06324967855294625,0.06929861163899169,0.9767262289043274,0.9726459119939931,0
16,0.0009998606580874077,0.045013441001414495,0.04380238489993926,0.04216553756380704,0.041543710835960826,2.616871849422341,2.579520014695918,0.05695806585618815,0.045173470955072036,0.9789953032208941,0.9851254203589134,0
17,0.0009996864989181393,0.04777297144613371,0.05124717223513522,0.04490145433829489,0.04768980883853621,2.8850405793573053,2.802238356040763,0.057430336252265804,0.07114727730601819,0.9794995420681104,0.97441068112467,0
18,0.0009994427100920476,0.04569769271253687,0.0425101867947973,0.04279706170964127,0.04014035350292429,2.6843570583703924,2.3356220287917826,0.05801262535369196,0.047396676294852155,0.9792631801282013,0.9836127507826367,0
19,0.0009991293256143238,0.04383965572662491,0.04066015794576454,0.04163626260241402,0.03895908835643735,2.579081369503534,2.3099917308779,0.044067857185385306,0.034021377968736305,0.98425829527016,0.9894113164823833,0
20,0.0009987463891977957,0.04186148671057349,0.04047835938426806,0.03946564913287701,0.03829204464009832,2.4200474197574278,2.391057746040405,0.04791675539333484,0.043726287554439074,0.9825564881389356,0.9846211974924064,0
21,0.0009982939542568317,0.0400289662975031,0.05306035889103421,0.038219294207619846,0.044775737066103174,2.322393407492854,2.608320669645201,0.03619344415416269,0.1656924490123653,0.9869843349947885,0.9595361125810321,0
22,0.0009977720838998882,0.044874134962336186,0.04223582083794909,0.04143746815651673,0.03982448187507252,2.595705525197577,2.3514911328410344,0.06873333648620622,0.048226778052552835,0.9774037983853985,0.984243030147175,0
23,0.0009971808509207087,0.04095540837682404,0.0401020315303773,0.039164218233188525,0.03856576070542611,2.395229701461472,2.448779574231574,0.03582380262616565,0.030725408694838932,0.9874413010978716,0.98928526135181,0
24,0.0009965203377881693,0.04095706441153373,0.041968415727136596,0.03889710879003997,0.04009980311412747,2.3882416589866233,2.2966070894063173,0.04119911241613929,0.037372237237396445,0.9849201085711663,0.9867641446750611,0
25,0.0009957906366347751,0.04042087949579721,0.043350311280983655,0.03860783918230147,0.04115371800678293,2.3515774873100144,2.3370741481485275,0.0362608056010743,0.04393187799775915,0.9870631220977067,0.9828564158968226,0
26,0.0009949918492438096,0.04155705779878226,0.042093884844140866,0.03903493224752208,0.03944529604261134,2.4052002616002435,2.2589724942051896,0.0504425098230046,0.052971769066509404,0.9807601379501407,0.9812176925574307,0
27,0.0009941240870351366,0.040073698731888624,0.038857234980252175,0.03811813088137512,0.03691099029887629,2.3165827145371654,2.1462073527472807,0.03911136384906761,0.038924902891201346,0.9857237391352995,0.9860078103753006,0
28,0.00099318747104966,0.04000485720956631,0.04434036070401816,0.03816250667900165,0.04220815714447282,2.3125315273199916,3.021360680327565,0.03684701837463326,0.04264407394319814,0.9865903984658421,0.984621196906353,0
29,0.0009921821319324386,0.043759129262643755,0.03927299038250059,0.04106038427359292,0.03735120665269332,2.605889890133153,2.233543720399238,0.05397489895473971,0.03843566210494131,0.9806025630004437,0.9863859779158832,0
30,0.0009911082099144642,0.040556293924353705,0.041976395418702406,0.03887319465602708,0.04025206022827664,2.386141294002578,2.42718213857475,0.033661987109720896,0.03448671151361594,0.9872837270817573,0.9884028697726135,0
31,0.0009899658547931002,0.039605905602917595,0.041045539427657124,0.03790513811379578,0.038930950591712345,2.2995152626504654,2.2914930315617577,0.0340153497101165,0.042291791376807,0.9876461489814239,0.9841169734537925,0
32,0.0009887552259111882,0.040238497786110945,0.04002428914213803,0.03859069873385867,0.038558336361053686,2.3382083763600914,2.4123018137161116,0.03295598232109053,0.02931905135471967,0.9876619061270046,0.9901676503914415,0
