name,width,depth,epochs,lbfgs_epochs,seed,test_stress_mae,test_stress_rmse,test_stress_max_abs,test_principal_mae,branch_accuracy,benchmark_mean_principal_mae,benchmark_worst_principal_mae,pilot_score
pilot_01_w512_d6,512,6,240,6,101,0.9972074190231954,1.376336449276624,12.975810537135551,1.7887615710414926,0.9973528299508383,1.5312423782657518,2.7225400433911657,2.528449797288947
pilot_02_w512_d8,512,8,280,8,101,0.9963668846674452,1.384220617394145,27.764512338424154,1.7859046062438984,0.9968486070843313,1.5274024600397489,2.7170217176753484,2.523769344707194
pilot_03_w768_d8,768,8,320,10,101,0.9977623581088967,1.3763828717310416,11.684592733180473,1.7893113575671762,0.9960922727845708,1.5281647383204127,2.7169857331113882,2.5259270964293092
