epoch,lr,train_loss,val_loss,train_regression_mse,val_regression_mse,train_stress_mse,val_stress_mse,train_branch_loss,val_branch_loss,train_branch_accuracy,val_branch_accuracy
1,0.0008,0.33966207121099745,0.13281295725277492,0.2569526577847345,0.09722154085125242,8.224187626157487,2.7244181878226144,0.827094110250473,0.35591414400509425,0.7410714292526245,0.918571423121861
2,0.0008,0.09887552244322641,0.08646824466330665,0.07526062003203801,0.07165001835141863,2.0673944650377547,1.8898840148108347,0.2361490113394601,0.1481822794675827,0.9314285724503654,0.9614285567828588
3,0.0008,0.07267032052789416,0.06873289589371,0.06096724203654698,0.05993989156825202,1.6352005004882812,1.617339837210519,0.1170307788678578,0.08793003980602537,0.9673214306150164,0.9771428414753505
4,0.0008,0.062099540276186804,0.06587025757346834,0.054617548201765335,0.05923403305666787,1.444920676776341,1.5640242746898105,0.07481991686991282,0.06636223771742412,0.9787500010217939,0.9799999925068447
5,0.0008,0.05806517686162676,0.06284174659422466,0.052596074491739274,0.05750734686851502,1.3756803199223109,1.4753985275541033,0.05469102374144963,0.053344015159777235,0.9842857159887042,0.9814285635948181
6,0.0008,0.057595525575535635,0.061465492099523546,0.052643774769135884,0.05585912116936275,1.382947576386588,1.461551559993199,0.04951751036303384,0.05606371044048241,0.9842857166699001,0.9857142697061811
7,0.0008,0.0548131662607193,0.06010201701096126,0.049888892727238794,0.0555097551218101,1.3017378275735039,1.41329936504364,0.04924273663333484,0.04592262456459659,0.9826785741533552,0.9899999839918954
8,0.0008,0.05316917068191937,0.05406632363796234,0.048997528489146916,0.049002062529325485,1.2810023021697998,1.268516868863787,0.041716418138572145,0.05064261689782143,0.9871428581646511,0.9871428493091038
9,0.0008,0.05422174947602408,0.06105476324047361,0.04929062956145831,0.055026413542883734,1.3135779918943133,1.4797202716554914,0.04931119488818305,0.06028350297893797,0.9812500013623919,0.9799999843324934
10,0.0008,0.05368158540555409,0.05214970405612673,0.04954191107835088,0.04831115254334041,1.3146449388776507,1.2581315285818917,0.041396742048008105,0.03838551231792995,0.9848214306150164,0.9885714125633239
11,0.0008,0.05038550826055663,0.05540615222283772,0.04755766187395368,0.04851073701466833,1.245706934928894,1.2679653140476772,0.028278464302420616,0.06895414090582302,0.9916071442195348,0.9757142700467791
12,0.0008,0.050371377893856595,0.05169201135635376,0.04719346480710166,0.04820507502981595,1.2394279486792428,1.2473018884658813,0.031779132006423814,0.03486936585179397,0.9878571449007307,0.9914285635948181
13,0.0008,0.049624803981610704,0.05453955439584596,0.0472133369743824,0.05101332409041268,1.2237503807885306,1.328619864327567,0.024114670093570437,0.035262305693967,0.9930357163293021,0.9885714125633239
14,0.0008,0.04788764991930553,0.05110418885946274,0.04536836683750153,0.046878640332392287,1.1802986117771694,1.2226466253825596,0.025192828934107507,0.042255475568984235,0.9903571442195347,0.9814285554204668
15,0.0008,0.04567217490502766,0.05102816483804158,0.043511581867933274,0.04759520300797054,1.124872305052621,1.2230115944998605,0.021605931116001946,0.034329622707196646,0.9932142863954817,0.9885714207376752
16,0.0008,0.04690783543246133,0.050388622411659784,0.04472774405564581,0.047709112763404844,1.1548398957933699,1.2211005592346191,0.02180091492831707,0.026795106434396334,0.9935714299338204,0.9842856986182077
17,0.0008,0.04437680772372655,0.04929291993379593,0.0423411118558475,0.0461736301439149,1.079474743434361,1.197712185042245,0.020356959578182017,0.03119289292288678,0.9921428571428571,0.9885714125633239
18,0.0008,0.04464841355170522,0.04600984598909105,0.042913145146199635,0.043106225452252796,1.10479873248509,1.1016683285576956,0.01735268517264298,0.029036201728241784,0.9950000013623919,0.9914285554204668
19,0.0008,0.044791530051401685,0.05002527024064745,0.04267214004482542,0.04657198835696493,1.1021754223959788,1.1667698764801024,0.02119389927812985,0.03453283205628395,0.992142859186445,0.9828571271896362
20,0.0008,0.04833414188453129,0.059457751044205254,0.04489626169204712,0.053950075379439764,1.174585361480713,1.4337234572001867,0.03437880295727934,0.05507675492337772,0.9867857149669103,0.9828571271896362
21,0.0008,0.04613968319126538,0.0473295806986945,0.04345594391226768,0.04449699965970857,1.124844388961792,1.1295846789223807,0.026837391714964593,0.028325818021382603,0.9907142857142858,0.9885714207376752
22,0.0008,0.044425971678325106,0.051116714711700165,0.04172865901674543,0.04791544011660984,1.0764771134512765,1.2326723064695086,0.02697312267763274,0.03201273863869054,0.9903571442195347,0.9885714207376752
23,0.0004,0.04706799773233277,0.048711473239319666,0.04468191557696887,0.045619378962687085,1.1731583670207433,1.1636369044440134,0.02386082097887993,0.030920934591974533,0.9908928578240531,0.9871428496497018
24,0.0004,0.03971351936459541,0.045270734216485704,0.03872431672045163,0.04239792404430253,0.9869554941994804,1.0997143970217023,0.009892029166221618,0.028728102248694216,0.9980357142857142,0.9928571268490383
25,0.0004,0.03832701295614242,0.04518365991967065,0.037553293172802246,0.04250077488166945,0.9498391839436122,1.0800578096934728,0.007737199392701898,0.026828836729483944,0.9982142857142857,0.994285706451961
26,0.0004,0.038377722288881026,0.044627145805529185,0.037818189305918556,0.04260533273220062,0.9529591533115932,1.095937102181571,0.005595325880817004,0.020218144452997616,0.9987500013623919,0.9942856982776097
27,0.0004,0.038273097319262366,0.04431522773844855,0.0377664001924651,0.04204861462116241,0.9509651119368417,1.0699472400120327,0.005066973657480308,0.02266613976231643,0.9994642857142857,0.9942856982776097
28,0.0004,0.037401304585593084,0.04371231181280954,0.03700202643871307,0.04198709462370191,0.9294006337438311,1.0588921192714147,0.003992782013623842,0.017252174826072796,0.9996428571428572,0.9957142697061812
29,0.0004,0.03776662055935179,0.043914932566029685,0.03740037330559322,0.04185233852693013,0.9393603866440909,1.060207234110151,0.0036624721065163612,0.020625928145434177,0.9996428571428572,0.9942856982776097
30,0.0004,0.03793336304170745,0.043100571121488296,0.03763799844043596,0.04073267308729035,0.9455932991845267,1.0224586173466275,0.002953649033526225,0.02367897913126009,0.9998214285714285,0.9928571268490383
31,0.0004,0.037113857907908304,0.04220791997654098,0.036851408843483244,0.04045300032411303,0.9244301349776132,1.0206197370801653,0.002624494191259146,0.017549210243991444,0.9998214285714285,0.9957142697061812
32,0.0004,0.03678521186113357,0.042588642963341306,0.036565314999648504,0.04091872768742698,0.9169893288612365,1.0329514932632446,0.002198972487822175,0.01669915847214205,1.0,0.9942856982776097
33,0.0004,0.03695842919605119,0.041965307274035045,0.03674625588314874,0.04008438712784222,0.9217995830944606,1.0138458340508598,0.0021217322761991194,0.018809195748929468,1.0,0.9942856982776097
34,0.0004,0.03681619105594499,0.04194695172565324,0.036543206806693755,0.04028341061302594,0.9172049917493548,1.0175886045183453,0.0027298397324713214,0.01663540472941739,0.9996428571428572,0.9971428411347526
35,0.0004,0.03692209303379059,0.042769555853945866,0.03667030877300671,0.04097170538135937,0.9217594415800912,1.028405668394906,0.0025178408782396996,0.017978501612586635,0.9998214285714285,0.9942856982776097
36,0.0004,0.03707553750702313,0.04241149580904416,0.03679027054991041,0.04025221711822918,0.9247530460357666,1.0130491631371634,0.0028526725194283893,0.02159278323075601,0.999642857824053,0.9942856982776097
37,0.0004,0.036924903158630645,0.04276175141334534,0.03665658112083162,0.04094475790858269,0.9210721015930176,1.0214753368922642,0.0026832205655851534,0.01816992670563715,0.9996428571428572,0.9957142697061812
38,0.0004,0.03796159437724522,0.050872535535267424,0.037260772245270864,0.04263874298759869,0.942473521913801,1.0793697895322527,0.007008222618273326,0.08233791730233601,0.9975,0.9871428414753505
39,0.0002,0.04015636616519519,0.04595489091106823,0.038740984329155514,0.0429000757421766,0.9934484907558986,1.1270529059001377,0.014153812744521668,0.030548153202980755,0.9958928571428571,0.9928571268490383
40,0.0002,0.03732166147657803,0.042532822979348045,0.03676387067352022,0.04067784105028425,0.9299850967952183,1.0228602136884417,0.005577909237306033,0.018549823313951493,0.9985714285714286,0.9957142697061812
41,0.0002,0.03628254845738411,0.041854821464845114,0.036064771158354623,0.040142973767859594,0.9055360289982387,1.0134945310865129,0.0021777779798555588,0.01711847567132541,0.9998214285714285,0.9957142778805324
42,0.0002,0.035869854305471696,0.041401157741035734,0.03570344665220806,0.03986110834138734,0.8944335198402404,1.0022069903782436,0.0016640771107215967,0.015400502154869693,1.0,0.9971428411347526
43,0.0002,0.036058211220162256,0.04129811714802469,0.03593493946960994,0.03974618313567979,0.8993488107408796,0.999583306312561,0.0012327184514807803,0.015519335230014154,1.0,0.9971428411347526
44,0.0002,0.03575082129665783,0.04117283401744706,0.03564065335052354,0.039732903561421805,0.8920433650697981,1.0052718571254184,0.0011016821768134832,0.014399310233337539,1.0,0.9971428411347526
45,0.0002,0.03565459587744304,0.04095110916665622,0.03552939121212278,0.03954329918537821,0.889523218699864,0.9960196495056153,0.00125204579106399,0.014078108128160238,1.0,0.9971428411347526
46,0.0002,0.03569899761251041,0.041236613328967775,0.03559706211090088,0.03980666654450553,0.8912127075876508,1.0064654506955828,0.0010193569845120822,0.014299464678125722,1.0,0.9971428411347526
47,0.0002,0.035784549755709515,0.04092304138200624,0.03569251564996583,0.03949554984058653,0.893394433089665,0.9971457242965698,0.0009203415527008474,0.014274909009358712,1.0,0.9971428411347526
48,0.0002,0.03564357302018574,0.04104022881814412,0.03555523942623819,0.03980494631188256,0.8895873771395002,0.9999277816499983,0.000883335757534951,0.012352824442620789,1.0,0.9971428411347526
49,0.0002,0.0357510370016098,0.04172976206455912,0.0356659914127418,0.04015625257577215,0.8923453211784362,1.0095998076030186,0.0008504542475566268,0.015735085034476858,1.0,0.9971428411347526
50,0.0002,0.03586349008338792,0.0412007315669741,0.03577775465590613,0.03976166944418635,0.8947719560350691,1.0053984648840768,0.0008573552413976618,0.014390631445816584,1.0,0.9971428411347526
51,0.0002,0.035604424348899294,0.041110122161252156,0.03552130118012428,0.039644859880208966,0.8891477973120553,1.0010623243876866,0.0008312315114640764,0.014652616437524557,1.0,0.9971428411347526
52,0.0002,0.035566119530371254,0.04058842128940991,0.035490197220018935,0.03928348960621016,0.8880763391086034,0.9888571439470564,0.0007592258542510015,0.013049318534987314,1.0,0.9971428411347526
53,0.0002,0.03561963128192084,0.04066889871444021,0.035544247393097195,0.039389573825257165,0.8892690062522888,0.9924600778307233,0.0007538383197970689,0.01279324925637671,1.0,0.9971428411347526
54,0.0002,0.03561997409377779,0.04077967633094107,0.035553691727774485,0.039497962104422704,0.8898164694649833,0.9957636526652744,0.0006628226242693407,0.0128171413817576,1.0,0.9971428411347526
55,0.0002,0.03561593494244984,0.040887501516512464,0.03554877098117556,0.039550324188811437,0.8896176140648978,0.9966708380835397,0.000671640712036086,0.013371776416897773,1.0,0.9971428411347526
56,0.0002,0.03565108831439699,0.040380067718880516,0.035586949033396584,0.039074516253811975,0.8904022795813424,0.9825791978836059,0.0006413940639634218,0.013055523969233035,1.0,0.9971428411347526
57,0.0002,0.03578858914119857,0.04155377217701503,0.035727362568889344,0.04024615749716759,0.8938347959518432,1.0124825143814087,0.0006122642233302551,0.013076147152377026,1.0,0.9971428411347526
58,0.0002,0.035794002988508766,0.04064460728849684,0.035733316540718076,0.03928810800824847,0.8944156493459429,0.9840979698726109,0.0006068667273835412,0.013564997193004405,1.0,0.9971428411347526
59,0.0002,0.03569944273148264,0.040329392062766214,0.03563935243657657,0.038975743417228974,0.8916306291307722,0.9827405200685774,0.0006009063207810479,0.01353647656472666,1.0,0.9971428411347526
60,0.0002,0.03561294551406588,0.04107926917927606,0.03555628744619233,0.03977706594126565,0.8893816253117153,1.0062144483838762,0.0005665788012889347,0.013022037286843572,1.0,0.9971428411347526
61,0.0002,0.03561048307589122,0.04104208650333541,0.0355533658180918,0.03976741037198475,0.889452474798475,0.9971826376233782,0.0005711769839815263,0.012746769509145191,1.0,0.9971428411347526
62,0.0002,0.03553971501333373,0.040538821710007535,0.03548276418021747,0.039066588750907356,0.8877953474862235,0.9828312288011823,0.0005695095388883991,0.01472233496739396,1.0,0.9971428411347526
63,0.0002,0.03542218167866979,0.04067785390785762,0.03537086614540645,0.03930450399007116,0.884446747643607,0.9901682417733328,0.0005131541535956785,0.01373349371765341,1.0,0.9971428411347526
64,0.0001,0.03560618739042963,0.04073481217026711,0.03555541604757309,0.03937978278313364,0.8896176161084857,0.9864617558888027,0.0005077142028936318,0.013550294509955815,1.0,0.9971428411347526
65,0.0001,0.035254114962049894,0.040151299791676656,0.03520404165344579,0.03872534547533308,0.880283431666238,0.9736356851032802,0.000500734300419156,0.01425954065152577,1.0,0.9971428411347526
